  EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG ,,,
607675661,ISC      ,09-07-2015,41:49.2,-8.198,105.8065,31,TRUE  ,ISC      ,mb    ,4.3,,,
607675680,ISC      ,10-07-2015,19:35.9,5.5864,93.3376,50,TRUE  ,ISC      ,mb    ,4.1,,,
607675698,ISC      ,10-07-2015,50:18.2,-4.1374,102.1154,58,TRUE  ,ISC      ,mb    ,4.3,,,
607675706,ISC      ,10-07-2015,03:24.5,-5.0962,104.656,100,TRUE  ,ISC      ,mb    ,4.2,,,
607675884,ISC      ,13-07-2015,54:14.3,5.399,92.9414,10,TRUE  ,ISC      ,mb    ,4,,,
607675940,ISC      ,14-07-2015,37:34.3,-5.9313,103.2099,33,TRUE  ,ISC      ,mb    ,4.1,,,
607676188,ISC      ,17-07-2015,35:09.0,3.0983,93.8612,18,TRUE  ,ISC      ,mb    ,4.3,,,
607501335,ISC      ,18-07-2015,46:06.4,0.3456,98.4808,43,TRUE  ,ISC      ,MS    ,4,,,
607676337,ISC      ,19-07-2015,13:52.3,-4.683,104.0512,200,TRUE  ,ISC      ,mb    ,4,,,
607505127,ISC      ,21-07-2015,30:37.4,-9.0885,109.9007,35,TRUE  ,ISC      ,mb    ,4.2,,,
609817484,ISC      ,22-07-2015,12:05.9,2.1487,96.071,27,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4
607504454,ISC      ,22-07-2015,35:42.3,5.042,94.7058,53.3,      ,ISC      ,mb    ,5.5,ISC      ,MS    ,4.7
607673373,ISC      ,22-07-2015,04:55.8,2.3184,96.3082,30,TRUE  ,ISC      ,mb    ,4.1,,,
607505901,ISC      ,23-07-2015,54:56.3,-3.0017,99.922,27,TRUE  ,ISC      ,mb    ,4.5,,,
607673465,ISC      ,24-07-2015,17:32.0,-3.0361,99.9099,27,TRUE  ,ISC      ,mb    ,4.3,,,
607673532,ISC      ,24-07-2015,31:28.9,2.2627,97.9896,50,TRUE  ,ISC      ,mb    ,4.3,,,
610636074,ISC      ,24-07-2015,44:42.2,-8.1203,109.0079,88.6,      ,ISC      ,mb    ,5.3,,,
607508125,ISC      ,26-07-2015,55:40.9,0.2842,96.9936,35,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.3
607673697,ISC      ,27-07-2015,02:39.2,-0.4671,98.0782,27,TRUE  ,ISC      ,mb    ,4.3,,,
607673850,ISC      ,29-07-2015,55:49.6,1.365,97.1392,28,TRUE  ,ISC      ,mb    ,4,,,
607673932,ISC      ,31-07-2015,35:52.1,-6.9398,101.9901,35,TRUE  ,ISC      ,mb    ,4.1,,,
607605461,ISC      ,01-08-2015,16:52.3,-4.4113,101.1152,29,TRUE  ,ISC      ,mb    ,4.6,,,
608095165,ISC      ,01-08-2015,07:32.6,-4.9094,104.0538,10,TRUE  ,ISC      ,mb    ,4,,,
607605483,ISC      ,02-08-2015,35:35.8,-1.6993,100.1075,50,TRUE  ,ISC      ,mb    ,4.4,,,
607636057,ISC      ,02-08-2015,14:18.8,-4.2499,102.3706,67.9,      ,ISC      ,mb    ,4.8,,,
607643149,ISC      ,03-08-2015,55:39.6,4.6579,95.0568,55.8,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.1
608095322,ISC      ,04-08-2015,51:48.8,1.673,99.471,166,TRUE  ,ISC      ,mb    ,4.4,,,
608095334,ISC      ,04-08-2015,34:06.6,2.7531,98.9213,160,      ,ISC      ,mb    ,4.1,,,
607644248,ISC      ,05-08-2015,55:18.8,-8.1724,107.1861,50,TRUE  ,ISC      ,mb    ,4.4,,,
607644572,ISC      ,05-08-2015,41:51.6,-6.0257,105.4041,46.3,      ,ISC      ,mb    ,4.7,ISC      ,MS    ,4
607645497,ISC      ,06-08-2015,08:54.4,0.9909,98.8317,85.7,      ,ISC      ,mb    ,5,,,
608095498,ISC      ,07-08-2015,26:13.0,-8.3493,108.9559,85.8,      ,ISC      ,mb    ,4.2,,,
608095558,ISC      ,09-08-2015,45:49.8,1.1817,97.0468,35,TRUE  ,ISC      ,mb    ,4.2,,,
608095711,ISC      ,11-08-2015,59:36.5,-5.227,102.4028,35,TRUE  ,ISC      ,mb    ,4.1,,,
608095736,ISC      ,11-08-2015,47:50.3,0.8451,97.0456,25,TRUE  ,ISC      ,mb    ,4.2,,,
608095854,ISC      ,13-08-2015,32:37.9,1.2653,97.0649,28,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.2
608095860,ISC      ,13-08-2015,17:12.0,3.7991,94.3434,35,TRUE  ,ISC      ,mb    ,4,,,
608095886,ISC      ,14-08-2015,04:09.5,-7.5928,103.8119,10,TRUE  ,ISC      ,mb    ,4,,,
608095888,ISC      ,14-08-2015,40:24.1,1.6848,96.9849,28,TRUE  ,ISC      ,mb    ,4.3,,,
607665978,ISC      ,15-08-2015,19:32.3,-3.7421,101.7835,59,      ,ISC      ,mb    ,5,,,
608096081,ISC      ,18-08-2015,28:44.3,-8.7813,109.9794,50,TRUE  ,ISC      ,mb    ,4.1,,,
608096091,ISC      ,18-08-2015,31:59.5,-8.9447,106.1252,35,TRUE  ,ISC      ,mb    ,4.2,,,
607668569,ISC      ,19-08-2015,46:44.6,4.2623,95.2844,35,TRUE  ,ISC      ,mb    ,4.6,,,
608096241,ISC      ,20-08-2015,04:45.0,-8.0971,107.9224,70,TRUE  ,ISC      ,mb    ,4.2,,,
608096413,ISC      ,23-08-2015,21:34.1,2.1163,95.1904,21,TRUE  ,ISC      ,mb    ,4,,,
608096421,ISC      ,23-08-2015,31:52.5,-2.7943,100.1352,27,TRUE  ,ISC      ,mb    ,4.2,,,
608096430,ISC      ,23-08-2015,40:13.1,-8.2801,107.2877,35,TRUE  ,ISC      ,mb    ,4.2,,,
611836494,ISC      ,23-08-2015,54:25.6,5.4503,93.4288,30.1,      ,ISC      ,mb    ,4.6,,,
607677058,ISC      ,23-08-2015,39:46.4,0.8464,97.7802,32,TRUE  ,ISC      ,mb    ,4.6,,,
608096443,ISC      ,24-08-2015,12:21.0,-2.8899,99.9536,27,TRUE  ,ISC      ,mb    ,4.3,,,
608096468,ISC      ,24-08-2015,25:57.6,-5.4937,102.4898,34,TRUE  ,ISC      ,mb    ,4,,,
607679182,ISC      ,25-08-2015,29:34.6,4.9713,93.2638,35.4,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.1
607684131,ISC      ,27-08-2015,19:06.3,-9.1287,106.4132,4.9,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4
608096639,ISC      ,28-08-2015,57:51.2,0.8764,96.993,25,TRUE  ,ISC      ,mb    ,4.2,,,
607695818,ISC      ,28-08-2015,29:24.9,2.7396,95.5518,25,TRUE  ,ISC      ,mb    ,4.5,,,
608096672,ISC      ,28-08-2015,39:17.2,-3.6,100.4931,29,TRUE  ,ISC      ,mb    ,4.3,,,
608096673,ISC      ,28-08-2015,40:02.2,-7.894,104.1442,10,TRUE  ,ISC      ,mb    ,4.3,,,
608096829,ISC      ,31-08-2015,28:40.3,2.4688,95.93,25,TRUE  ,ISC      ,mb    ,4.2,,,
608096844,ISC      ,31-08-2015,52:09.0,-2.3583,100.6636,50,TRUE  ,ISC      ,mb    ,4.2,,,
608096910,ISC      ,01-09-2015,50:45.6,-8.7521,105.7777,9,      ,ISC      ,mb    ,4.2,,,
608096950,ISC      ,02-09-2015,34:09.1,-4.3124,102.9588,100,TRUE  ,ISC      ,mb    ,4.3,,,
607725375,ISC      ,02-09-2015,56:09.8,-7.6886,106.3358,50,TRUE  ,ISC      ,mb    ,4.7,,,
608096960,ISC      ,02-09-2015,52:02.7,8.6296,92.4335,33,TRUE  ,ISC      ,mb    ,4.2,,,
608097012,ISC      ,03-09-2015,12:17.2,-0.6923,99.7642,76.9,      ,ISC      ,mb    ,4.2,,,
608097055,ISC      ,04-09-2015,02:12.8,1.166,97.1704,25,TRUE  ,ISC      ,mb    ,4.5,,,
607728804,ISC      ,04-09-2015,08:34.6,-7.9622,107.4559,68.8,      ,ISC      ,mb    ,5.4,,,
608097168,ISC      ,05-09-2015,19:22.7,7.3193,91.1645,10,TRUE  ,ISC      ,mb    ,4.1,,,
608097342,ISC      ,08-09-2015,52:02.8,-5.8406,103.839,59.2,      ,ISC      ,mb    ,4.7,,,
607733592,ISC      ,09-09-2015,22:37.5,-8.2509,107.3346,45.7,      ,ISC      ,mb    ,4.1,,,
607733805,ISC      ,09-09-2015,41:46.8,2.2662,96.3533,34.4,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.3
608097534,ISC      ,10-09-2015,25:28.0,-6.9329,103.2686,35,TRUE  ,ISC      ,mb    ,4,,,
607736242,ISC      ,11-09-2015,40:21.7,-8.8292,105.8199,3.7,      ,ISC      ,mb    ,4.7,,,
608097587,ISC      ,11-09-2015,20:28.5,-4.5895,102.737,65.3,      ,ISC      ,mb    ,4,,,
608097891,ISC      ,15-09-2015,47:34.5,0.9905,97.1717,25,TRUE  ,ISC      ,mb    ,4.1,,,
608097895,ISC      ,15-09-2015,06:34.3,1.6786,98.9535,100,TRUE  ,ISC      ,mb    ,4.1,,,
607742155,ISC      ,16-09-2015,51:27.7,1.598,96.3417,24.9,      ,ISC      ,mb    ,4.8,,,
608097988,ISC      ,16-09-2015,11:46.3,-4.947,102.9937,64,      ,ISC      ,mb    ,4.4,,,
607744033,ISC      ,17-09-2015,22:13.1,-1.5107,99.4036,30,TRUE  ,ISC      ,mb    ,4.4,,,
608098443,ISC      ,18-09-2015,10:25.5,2.8932,96.2924,33,TRUE  ,ISC      ,mb    ,4,,,
607770388,ISC      ,19-09-2015,01:18.6,7.5244,93.8716,35,TRUE  ,ISC      ,mb    ,4.4,,,
608098523,ISC      ,19-09-2015,26:14.1,1.5833,97.346,30,TRUE  ,ISC      ,mb    ,4.2,,,
608098629,ISC      ,20-09-2015,43:16.4,-0.8774,98.1787,26,TRUE  ,ISC      ,mb    ,4.1,,,
607860434,ISC      ,21-09-2015,58:13.9,4.9967,94.4562,43,TRUE  ,ISC      ,mb    ,4.8,,,
607780228,ISC      ,22-09-2015,20:02.2,-2.4915,102.3998,200,TRUE  ,ISC      ,mb    ,4.7,,,
611836709,ISC      ,23-09-2015,18:41.1,-6.021,103.6452,44.6,      ,ISC      ,mb    ,5.3,ISC      ,MS    ,4.5
607809595,ISC      ,24-09-2015,34:29.7,-7.2787,103.0014,7.7,      ,ISC      ,mb    ,4.4,,,
608098937,ISC      ,24-09-2015,21:35.0,-7.2325,103.1256,10,TRUE  ,ISC      ,mb    ,4.1,,,
607832486,ISC      ,27-09-2015,04:55.6,-9.7725,107.9597,10,TRUE  ,ISC      ,mb    ,4.4,,,
608099207,ISC      ,27-09-2015,02:16.9,7.5716,91.6277,10,TRUE  ,ISC      ,mb    ,4.1,,,
608099220,ISC      ,27-09-2015,54:56.3,7.538,91.6205,35,TRUE  ,ISC      ,mb    ,4,,,
607833725,ISC      ,28-09-2015,10:08.6,-8.4827,107.4139,46.1,      ,ISC      ,mb    ,4.2,ISC      ,MS    ,4
607846102,ISC      ,01-10-2015,05:00.5,-6.0819,103.7127,42.5,      ,ISC      ,mb    ,5.8,ISC      ,MS    ,5
607846111,ISC      ,01-10-2015,49:53.4,-6.1871,103.6744,49.2,      ,ISC      ,mb    ,5.6,ISC      ,MS    ,4.7
607852702,ISC      ,03-10-2015,26:40.9,-6.2278,103.5269,39.9,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4.5
607857407,ISC      ,04-10-2015,50:03.9,-6.3159,104.5968,63.6,      ,ISC      ,mb    ,4.8,,,
608099628,ISC      ,05-10-2015,06:46.9,2.5678,100.5604,10,TRUE  ,ISC      ,mb    ,4.1,,,
607858496,ISC      ,06-10-2015,43:44.7,-7.4808,106.4147,50,TRUE  ,ISC      ,mb    ,4,,,
607858515,ISC      ,06-10-2015,44:13.9,-0.4426,99.0203,56.7,      ,ISC      ,mb    ,4.9,,,
608099694,ISC      ,06-10-2015,25:59.5,0.2882,96.999,30.3,      ,ISC      ,mb    ,4.2,,,
608099710,ISC      ,07-10-2015,21:23.8,-0.9358,97.6509,23,TRUE  ,ISC      ,mb    ,4.2,,,
608099714,ISC      ,07-10-2015,02:47:52,4.5225,95.4499,63,TRUE  ,ISC      ,mb    ,4.1,,,
608099766,ISC      ,08-10-2015,51:36.7,-4.6209,102.776,66.5,      ,ISC      ,mb    ,4,,,
608099786,ISC      ,08-10-2015,16:56.4,1.2067,97.1173,25,TRUE  ,ISC      ,mb    ,4,,,
607860587,ISC      ,08-10-2015,05:27.8,-5.9174,104.7636,29.7,      ,ISC      ,mb    ,4,,,
609818772,ISC      ,08-10-2015,56:09.4,4.8434,96.0503,29,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4
611836874,ISC      ,10-10-2015,04:03.3,-8.1882,107.4945,75.9,      ,ISC      ,mb    ,5.2,,,
608099888,ISC      ,10-10-2015,15:02.1,1.4638,95.673,10,TRUE  ,ISC      ,mb    ,4,,,
608099983,ISC      ,12-10-2015,07:16.8,3.2288,96.374,33,TRUE  ,ISC      ,mb    ,4,,,
608100009,ISC      ,13-10-2015,51:16.2,2.7088,99.0401,10,TRUE  ,ISC      ,mb    ,4,,,
608100063,ISC      ,14-10-2015,02:05.4,-2.3886,99.9459,50,TRUE  ,ISC      ,mb    ,4.2,,,
611836925,ISC      ,14-10-2015,52:28.1,-6.129,105.3425,26,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.1
608100184,ISC      ,16-10-2015,11:56.8,5.2906,94.2388,50,TRUE  ,ISC      ,mb    ,4.1,,,
608100200,ISC      ,17-10-2015,10:54.7,1.7263,99.4312,167.9,      ,ISC      ,mb    ,4.1,,,
607920678,ISC      ,18-10-2015,49:13.7,1.3306,97.0476,28,TRUE  ,ISC      ,mb    ,4.5,,,
607922697,ISC      ,19-10-2015,30:58.1,-7.8882,102.4636,7.3,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,4
608100343,ISC      ,19-10-2015,01:43.7,-4.4323,100.4515,35,TRUE  ,ISC      ,mb    ,4.3,,,
608100347,ISC      ,19-10-2015,32:39.7,-3.7617,101.8479,58,TRUE  ,ISC      ,mb    ,4.4,,,
608100419,ISC      ,20-10-2015,57:49.2,-0.773,100.6859,100,TRUE  ,ISC      ,mb    ,4.1,,,
609818998,ISC      ,21-10-2015,30:39.0,4.8934,96.105,50,TRUE  ,ISC      ,mb    ,4.3,,,
607924998,ISC      ,21-10-2015,04:30.9,2.3822,98.9928,154,      ,ISC      ,mb    ,4.7,,,
608100500,ISC      ,21-10-2015,39:27.5,-7.9242,104.2623,10,TRUE  ,ISC      ,mb    ,4.3,,,
607927193,ISC      ,23-10-2015,20:02.8,2.0845,93.6804,35,TRUE  ,ISC      ,mb    ,4.8,,,
607927951,ISC      ,25-10-2015,17:56.9,-0.3185,99.0657,53,TRUE  ,ISC      ,mb    ,4.8,,,
607928636,ISC      ,26-10-2015,09:07.5,-1.4203,97.0849,35,TRUE  ,ISC      ,mb    ,5,,,
608100785,ISC      ,26-10-2015,18:28.4,2.5871,95.8355,25,TRUE  ,ISC      ,mb    ,4.4,,,
608100868,ISC      ,27-10-2015,34:03.8,5.1209,94.5411,43,TRUE  ,ISC      ,mb    ,4.1,,,
607997959,ISC      ,29-10-2015,20:28.6,-8.5705,109.8005,81.1,      ,ISC      ,mb    ,4.6,,,
608002252,ISC      ,30-10-2015,59:00.6,0.9165,97.3953,27,TRUE  ,ISC      ,mb    ,4.8,,,
608002659,ISC      ,30-10-2015,12:37.9,-8.4883,107.5352,10,TRUE  ,ISC      ,mb    ,4.5,,,
608101088,ISC      ,31-10-2015,46:15.6,-7.806,106.849,29.4,      ,ISC      ,mb    ,4,,,
608128318,ISC      ,01-11-2015,34:57.2,-3.4443,101.4263,50,TRUE  ,ISC      ,mb    ,4.3,,,
608128359,ISC      ,02-11-2015,10:17.9,2.6263,95.6239,10,TRUE  ,ISC      ,mb    ,4.5,,,
609819254,ISC      ,03-11-2015,16:56.6,5.4229,95.0681,35,TRUE  ,ISC      ,mb    ,4.5,,,
608008399,ISC      ,03-11-2015,43:42.3,-8.0405,107.1889,59,      ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.7
608008419,ISC      ,04-11-2015,14:32.2,-6.7116,104.9868,10,TRUE  ,ISC      ,mb    ,4.8,ISC      ,MS    ,4.8
608008424,ISC      ,04-11-2015,12:14.2,0.4558,97.9134,37.6,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,4.8
608128514,ISC      ,04-11-2015,17:02.7,0.2643,98.0002,29,TRUE  ,ISC      ,mb    ,4.2,,,
608128605,ISC      ,05-11-2015,44:33.3,1.9813,96.6496,28,TRUE  ,ISC      ,mb    ,4.2,,,
608128710,ISC      ,07-11-2015,01:39.9,4.9392,95.9728,29,TRUE  ,ISC      ,mb    ,4.2,,,
608022987,ISC      ,07-11-2015,56:37.0,-6.1535,105.2772,26,TRUE  ,ISC      ,mb    ,4.8,,,
609819413,ISC      ,08-11-2015,38:57.8,-0.2132,96.8062,22,TRUE  ,ISC      ,mb    ,4.4,,,
608128802,ISC      ,08-11-2015,27:34.5,6.8692,94.658,26,TRUE  ,ISC      ,mb    ,4.1,,,
608023798,ISC      ,08-11-2015,34:57.4,0.7516,98.9041,82.8,      ,ISC      ,mb    ,6,,,
608082944,ISC      ,08-11-2015,45:18.0,7.0953,94.7241,35,TRUE  ,ISC      ,mb    ,4.3,,,
608128803,ISC      ,08-11-2015,50:34.7,7.0932,94.8335,35,TRUE  ,ISC      ,mb    ,4.1,,,
608026143,ISC      ,08-11-2015,51:51.5,7.0553,94.6637,26,TRUE  ,ISC      ,mb    ,4.3,ISC      ,MS    ,4.1
609819418,ISC      ,08-11-2015,04:36.5,6.7615,94.2694,26,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.1
608082945,ISC      ,08-11-2015,07:24.4,7.2117,94.7788,35,TRUE  ,ISC      ,mb    ,4.3,,,
608025456,ISC      ,08-11-2015,42:04.5,6.8698,94.4636,31.5,      ,ISC      ,mb    ,5.1,ISC      ,MS    ,5.1
609819422,ISC      ,08-11-2015,53:31.6,6.9447,94.6562,26,TRUE  ,ISC      ,mb    ,4.7,,,
608128812,ISC      ,08-11-2015,17:22.1,7.113,95.0634,35,TRUE  ,ISC      ,mb    ,4.3,,,
608128815,ISC      ,08-11-2015,38:33.1,6.9046,94.9015,35,TRUE  ,ISC      ,mb    ,4.3,,,
609819427,ISC      ,08-11-2015,42:05.2,7.0908,94.83,35,TRUE  ,ISC      ,mb    ,4.4,,,
608025457,ISC      ,08-11-2015,44:07.3,6.8522,94.5827,26,TRUE  ,ISC      ,mb    ,4.7,,,
608023808,ISC      ,08-11-2015,54:42.0,6.8848,94.5462,28.9,      ,ISC      ,mb    ,5,ISC      ,MS    ,5
608082948,ISC      ,08-11-2015,06:29.0,6.9244,94.6331,26,TRUE  ,ISC      ,mb    ,4.4,,,
612297139,ISC      ,08-11-2015,23:51.5,6.7006,94.4471,35,TRUE  ,ISC      ,mb    ,4.9,ISC      ,MS    ,5
612297140,ISC      ,08-11-2015,24:00.1,6.719,94.2908,30.6,      ,ISC      ,mb    ,4.8,ISC      ,MS    ,5
612296973,ISC      ,08-11-2015,38:15.2,6.7236,94.6431,35,TRUE  ,ISC      ,mb    ,4,,,
608128838,ISC      ,08-11-2015,38:41.3,7.0382,94.6774,26,TRUE  ,ISC      ,mb    ,4.4,,,
608023813,ISC      ,08-11-2015,34:06.6,6.7078,94.4105,14.9,      ,ISC      ,mb    ,5,ISC      ,MS    ,4.8
608128845,ISC      ,08-11-2015,36:59.4,6.7791,94.6794,26,TRUE  ,ISC      ,mb    ,4.4,,,
612297142,ISC      ,08-11-2015,46:04.3,6.8741,94.5727,26,TRUE  ,ISC      ,mb    ,4.2,,,
612297145,ISC      ,08-11-2015,47:03.9,6.8751,94.4983,26,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.6
608128850,ISC      ,08-11-2015,54:24.8,7.0573,94.7475,26,TRUE  ,ISC      ,mb    ,4.3,,,
608128851,ISC      ,08-11-2015,09:29.3,6.6479,94.8608,35,TRUE  ,ISC      ,mb    ,4,,,
608128858,ISC      ,08-11-2015,45:48.5,6.2045,94.3131,35,TRUE  ,ISC      ,MS    ,4,,,
612297146,ISC      ,08-11-2015,49:48.6,6.801,94.5939,26,TRUE  ,ISC      ,mb    ,4.5,,,
612297147,ISC      ,08-11-2015,50:51.8,6.9749,94.5523,26,TRUE  ,ISC      ,mb    ,4.4,,,
608128861,ISC      ,08-11-2015,56:29.2,6.6359,94.3349,35,TRUE  ,ISC      ,mb    ,4.2,,,
608023821,ISC      ,08-11-2015,10:34.1,4.8089,95.9901,29,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    ,4.1
608128865,ISC      ,08-11-2015,19:30.9,6.6609,94.391,35,TRUE  ,ISC      ,mb    ,4,,,
609819450,ISC      ,08-11-2015,30:01.3,6.8498,94.5398,26,TRUE  ,ISC      ,mb    ,4.3,,,
608128870,ISC      ,08-11-2015,38:03.4,6.8238,94.621,26,TRUE  ,ISC      ,mb    ,4.2,,,
608023823,ISC      ,08-11-2015,42:41.6,6.8233,94.4111,30.1,      ,ISC      ,mb    ,4.6,,,
608023824,ISC      ,08-11-2015,47:02.9,6.8143,94.4805,16.2,      ,ISC      ,mb    ,6,ISC      ,MS    ,6.3
612297149,ISC      ,08-11-2015,59:22.7,6.8452,94.7259,22.6,      ,ISC      ,mb    ,5.1,ISC      ,MS    ,5.5
608128875,ISC      ,08-11-2015,12:42.7,7.1065,94.9599,35,TRUE  ,ISC      ,mb    ,4.3,,,
609819458,ISC      ,08-11-2015,46:57.4,6.7217,94.7455,64,TRUE  ,ISC      ,mb    ,4.5,,,
608128888,ISC      ,08-11-2015,47:17.8,6.6885,94.3413,35,TRUE  ,ISC      ,mb    ,4,,,
609819464,ISC      ,08-11-2015,48:49.1,6.954,94.7066,26,TRUE  ,ISC      ,mb    ,4.4,,,
608082953,ISC      ,08-11-2015,10:55.0,6.8666,94.6567,26,TRUE  ,ISC      ,mb    ,4.3,,,
612296713,ISC      ,08-11-2015,14:48.1,6.9222,94.5398,13.3,      ,ISC      ,mb    ,4.9,ISC      ,MS    ,5
608128893,ISC      ,08-11-2015,25:42.6,6.8991,94.4586,26,TRUE  ,ISC      ,mb    ,4,,,
608128897,ISC      ,08-11-2015,49:47.5,6.8462,94.3483,26,TRUE  ,ISC      ,mb    ,4,,,
609819472,ISC      ,08-11-2015,30:09.3,6.9835,94.6445,26,TRUE  ,ISC      ,mb    ,4.4,,,
611838294,ISC      ,08-11-2015,59:41.9,6.8887,94.5748,26,TRUE  ,ISC      ,mb    ,4.4,ISC      ,MS    ,4.1
608128917,ISC      ,08-11-2015,37:23.0,6.9266,94.413,26,TRUE  ,ISC      ,mb    ,4.2,,,
608024244,ISC      ,09-11-2015,03:04.6,-4.5593,101.8565,37,TRUE  ,ISC      ,mb    ,4.3,,,
608128949,ISC      ,09-11-2015,55:03.5,6.5629,94.7283,10,TRUE  ,ISC      ,mb    ,4,,,
608128950,ISC      ,09-11-2015,02:39.0,6.4336,94.7247,50,TRUE  ,ISC      ,mb    ,4.2,,,
608128953,ISC      ,09-11-2015,08:47.2,6.3785,94.6386,10,TRUE  ,ISC      ,mb    ,4,ISC      ,MS    ,4.2
608024252,ISC      ,09-11-2015,12:17.0,6.4863,94.787,35,TRUE  ,ISC      ,mb    ,5.1,ISC      ,MS    ,4.4
612296678,ISC      ,09-11-2015,18:54.3,6.6577,94.8353,10,TRUE  ,ISC      ,mb    ,4.2,,,
612297152,ISC      ,09-11-2015,56:01.5,6.3966,94.6287,10,TRUE  ,ISC      ,mb    ,4.1,,,
608024256,ISC      ,09-11-2015,02:55.3,6.6092,94.6632,10,TRUE  ,ISC      ,mb    ,4.6,,,
608128963,ISC      ,09-11-2015,05:12.7,6.52,94.6617,10,TRUE  ,ISC      ,mb    ,4.3,,,
611838307,ISC      ,09-11-2015,07:43.6,6.5476,94.6423,10,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    ,4.3
608051843,ISC      ,09-11-2015,13:26.5,6.4781,94.6431,10,TRUE  ,ISC      ,mb    ,4.7,ISC      ,MS    ,4.2
608128967,ISC      ,09-11-2015,21:30.7,6.5999,94.786,10,TRUE  ,ISC      ,mb    ,4.4,,,
608128970,ISC      ,09-11-2015,28:00.7,6.6102,94.806,10,TRUE  ,ISC      ,mb    ,4.5,,,
608128972,ISC      ,09-11-2015,36:44.6,6.3495,94.5508,10,TRUE  ,ISC      ,mb    ,4.2,,,
612297158,ISC      ,09-11-2015,12:47.1,6.4278,94.705,19,      ,ISC      ,mb    ,5.3,ISC      ,MS    ,5.5
608082956,ISC      ,09-11-2015,01:44.9,6.4188,94.069,10,TRUE  ,ISC      ,mb    ,4.3,,,
609819537,ISC      ,10-11-2015,59:35.3,6.8884,94.5676,26,TRUE  ,ISC      ,mb    ,4.3,,,
608129060,ISC      ,10-11-2015,22:43.5,6.2699,94.571,10,TRUE  ,ISC      ,mb    ,4.4,,,
608129068,ISC      ,10-11-2015,20:07.0,6.492,94.6139,35,TRUE  ,ISC      ,mb    ,4.3,,,
608129152,ISC      ,11-11-2015,52:44.3,-6.7057,103.3762,35,TRUE  ,ISC      ,mb    ,4.1,,,
608028749,ISC      ,12-11-2015,07:22.9,-6.6673,106.7863,130.8,      ,ISC      ,mb    ,4.5,,,
608028754,ISC      ,12-11-2015,01:42.5,-5.8689,109.2243,40.7,      ,ISC      ,mb    ,4.5,,,
608029080,ISC      ,12-11-2015,50:36.0,-6.4137,103.7119,35,TRUE  ,ISC      ,mb    ,4.8,,,
608129227,ISC      ,12-11-2015,34:57.6,6.9408,94.5443,26,TRUE  ,ISC      ,mb    ,4.4,,,
608129283,ISC      ,13-11-2015,44:09.5,1.977,99.0485,3.9,      ,ISC      ,mb    ,4,,,
608030683,ISC      ,14-11-2015,53:33.6,6.8607,94.4944,21.8,      ,ISC      ,mb    ,5.2,ISC      ,MS    ,4.8
608129377,ISC      ,14-11-2015,11:27.8,7.4189,94.823,10,TRUE  ,ISC      ,mb    ,4.1,,,
608035055,ISC      ,15-11-2015,07:44.6,6.6078,94.2879,10,TRUE  ,ISC      ,mb    ,4.4,,,
608129439,ISC      ,15-11-2015,49:42.1,7.0139,94.3163,35,TRUE  ,ISC      ,mb    ,4.3,,,
608129604,ISC      ,17-11-2015,31:35.6,-3.5601,99.5555,35,TRUE  ,ISC      ,mb    ,4.1,,,
608036766,ISC      ,18-11-2015,36:55.9,-4.6212,103.6545,111.5,      ,ISC      ,mb    ,5,,,
608036966,ISC      ,18-11-2015,47:07.2,-6.3821,103.707,32.6,      ,ISC      ,mb    ,5.1,,,
608129682,ISC      ,18-11-2015,33:53.0,-6.4049,103.6707,10,TRUE  ,ISC      ,mb    ,4.3,,,
608039381,ISC      ,20-11-2015,48:47.6,-7.4729,105.3431,35,TRUE  ,ISC      ,mb    ,4.6,,,
608039382,ISC      ,20-11-2015,03:05.5,-7.352,105.4085,35,TRUE  ,ISC      ,mb    ,4.4,,,
608046075,ISC      ,23-11-2015,54:10.0,-0.4953,98.051,29.8,      ,ISC      ,mb    ,4.5,,,
608130117,ISC      ,24-11-2015,58:14.7,-7.7244,106.1201,30.3,      ,ISC      ,mb    ,4.1,,,
608130149,ISC      ,24-11-2015,23:09.3,-6.7484,105.0005,49,TRUE  ,ISC      ,mb    ,4.5,,,
608054743,ISC      ,25-11-2015,05:22.0,0.9168,99.3196,100,TRUE  ,ISC      ,mb    ,4.4,,,
